Big Spring State Hospital,144,Big Spring,TX
Brooke Army Medical Center,0,Fort Sam Houston,TX
Brownfield Regional Medical Center,26,Brownfield,TX
BSA Hospital ,378,Amarillo,TX
Carl R. Darnall Army Medical Center,0,Fort Hood,TX
Carrollton Springs,78,Carrollton,TX
Carrus Rehabilitation Hospital,24,Sherman,TX
Carrus Specialty Hospital,33,Sherman,TX
Cedar Crest Hospital and Residential Treatment Center,68,Belton,TX
Cedar Park Regional Medical Center,93,Cedar Park,TX
Central Texas Rehabilitation Hospital,50,Austin,TX
Central Texas Veterans Health Care System - Olin E. Teague Veterans' Center,0,Temple,TX
CHI Saint Joseph Health Burleson Hospital,15,Caldwell,TX
CHI Saint Joseph Health Rehabilitation Hospital,49,Bryan,TX
CHI Saint Luke's Health -  Memorial San Augustine,9,San Augustine,TX
CHI Saint Luke's Health - Memorial Lufkin,159,Lufkin,TX
CHI Saint Luke's Health - The Woodlands Hospital,238,The Woodlands,TX
CHI Saint Luke's Health-Baylor Saint Luke's Medical Center,652,Houston,TX
CHI St. Joseph Health Grimes Hospital,18,Navasota,TX
CHI St. Joseph Health Madison Hospital,15,Madisonville,TX
CHI St. Joseph Health Regional Hospital,217,Bryan,TX
CHI St. Luke's Health - Lakeside Hospital,30,The Woodlands,TX
CHI St. Luke's Health - Memorial Hospital,52,Livingston,TX
CHI St. Luke's Health - Patients Medical Center,61,South Pasadena,TX
CHI St. Luke's Health - Sugar Land Hospital,100,Sugar Land,TX
CHI St. Luke's Health - The Vintage Hospital,94,Houston,TX
CHI St.Luke's Health Brazosport Hospital,94,Lake Jackson,TX
Children's Hospital of San Antonio,194,San Antonio,TX
Children's Medical Center Dallas,386,Dallas,TX
Children's Medical Center Plano,72,Plano,TX
Children's Memorial Hermann Hospital,0,Houston,TX
Childress Regional Medical Center,37,Childress,TX
CHRISTUS Dubuis Hospital of Beaumont,33,Beaumont,TX
CHRISTUS Good Shepherd Medical Center Marshall,349,Marshall,TX
CHRISTUS Mother Frances Hospital - South Tyler,0,Tyler,TX
CHRISTUS Mother Frances Hospital - Tyler,457,Tyler,TX
CHRISTUS Mother Frances Hospital - Winnsboro,23,Winnsboro,TX
CHRISTUS Mother Frances Hospital-Sulphur Springs,62,Sulphur Springs,TX
CHRISTUS Saint Michael Hospital,275,Texarkana,TX
CHRISTUS Saint Michael Hospital - Atlanta,37,Atlanta,TX
CHRISTUS Saint Michael Rehabilitation Hospital,50,Texarkana,TX
CHRISTUS Santa Rosa Hospital  Alamo Heights,0,San Antonio,TX
CHRISTUS Santa Rosa Hospital - Medical Center,377,San Antonio,TX
CHRISTUS Santa Rosa Hospital - New Braunfels,0,New Braunfels,TX
Christus Santa Rosa Hospital-San Marcos,170,San Marcos,TX
CHRISTUS Santa Rosa Hospital-Westover Hills,0,San Antonio,TX
CHRISTUS Southeast Texas - Saint Elizabeth,353,Beaumont,TX
CHRISTUS Southeast Texas Jasper Memorial,40,Jasper,TX
CHRISTUS Spohn Hospital Alice,72,Alice,TX
CHRISTUS Spohn Hospital Beeville,40,Beeville,TX
CHRISTUS Spohn Hospital Corpus Christi - South,0,Corpus Christi,TX
CHRISTUS Spohn Hospital Corpus Christi -Shoreline,556,Corpus Christi,TX
CHRISTUS Spohn Hospital Kleberg,50,Kingsville,TX
CHRISTUS Trinity Mother Frances Hospital Jacksonville,23,Jacksonville,TX
CHRISTUS Trinity Mother Frances Louis and Peaches Owen Heart Hospital,0,Tyler ,TX
CHRISTUS Trinity Mother Frances Rehabilitation Hospital,94,Tyler,TX
Citizens Medical Center,306,Victoria,TX
City Hospital at White Rock,187,Dallas,TX
Clarity Child Guidance Center,0,San Antonio,TX
Clay County Memorial Hospital,25,Henrietta,TX
ClearSky Rehabilitation Hospital of Flower Mound,0,Flower Mound,TX
ClearSky Rehabilitation Hospital of Weatherford,26,Weatherford,TX
Cleveland Emergency Hospital ,16,Cleveland,TX
Cobalt Rehabilitation El Paso ,0,El Paso ,TX
Cobalt Rehabilitation Hospital Houston Heights,0,Houston,TX
Cochran Memorial Hospital,18,Morton,TX
Cogdell Memorial Hospital,25,Snyder,TX
Coleman County Medical Center,25,Coleman,TX
Collingsworth General Hospital,13,Wellington,TX
Columbus Community Hospital,40,Columbus,TX
Comanche County Medical Center,25,Comanche,TX
Concho County Hospital,16,Eden,TX
Connally Memorial Medical Center,44,Floresville,TX
ContinueCARE Hospital at Hendrick Medical Center,19,Abilene,TX
ContinueCARE Hospital at Medical Center (Odessa),25,Odessa,TX
Cook Children's Medical Center,392,Fort Worth,TX
Coon Memorial Hospital,21,Dalhart,TX
Cornerstone Regional Hospital,14,Edinburg,TX
Cornerstone Specialty Hospitals Austin,89,Austin,TX
Cornerstone Specialty Hospitals Clear Lake,0,Webster,TX
Cornerstone Specialty Hospitals Conroe,41,Conroe,TX
Cornerstone Specialty Hospitals Houston Medical Center,65,Houston,TX
Cornerstone Specialty Hospitals Round Rock,0,Round Rock,TX
Corpus Christi Medical Center - Bay Area,0,Corpus Christi,TX
Corpus Christi Medical Center - Doctors Regional,426,Corpus Christi,TX
Corpus Christi Medical Center - The Heart Hospital,0,Corpus Christi,TX
Corpus Christi Medical Center ER 24/7 Northwest,89,Corpus Christi,TX
Corpus Christi Rehabilitation Hospital,35,Corpus Christi,TX
Coryell Memorial Hospital,25,Gatesville,TX
Covenant Children's Hospital,204,Lubbock,TX
Covenant Health Levelland,48,Levelland,TX
Covenant Health Plainview,49,Plainview,TX
Covenant Medical Center,366,Lubbock,TX
Covenant Specialty Hospital,56,Lubbock,TX
Crane Memorial Hospital,25,Crane,TX
Crescent Medical Center Lancaster,84,Lancaster,TX
Crockett Medical Center,25,Crockett,TX
Crosbyton Clinic Hospital,2,Crosbyton,TX
Cross Creek Hospital,90,Austin,TX
Culberson Hospital,14,Van Horn,TX
Cypress Creek Hospital,128,Houston,TX
Dallas Behavioral Healthcare Hospital,116,De Soto,TX
Dallas Medical Center,119,Dallas,TX
Dallas Regional Medical Center,202,Mesquite,TX
Dallas VA Medical Center,0,Dallas,TX
Del Sol Medical Center,314,El Paso,TX
Dell Children's Medical Center of Central Texas,203,Austin,TX
Dell Seton Medical Center at The University of Texas,0,Austin,TX
DeTar Hospital Navarro,218,Victoria,TX
DeTar Hospital North,145,Victoria,TX
DHR Health,519,Edinburg,TX
Dimmit Regional Hospital,25,Carrizo Springs,TX
Doctors Hospital of Laredo,183,Laredo,TX
Doris Miller Department of Veterans Affairs Medical Center ,0,Waco,TX
Driscoll Children's Hospital,162,Corpus Christi,TX
Eastland Memorial Hospital,36,Eastland,TX
El Campo Memorial Hospital,26,El Campo,TX
El Paso Behavioral Health System,166,El Paso,TX
El Paso Children's Hospital ,122,El Paso,TX
El Paso LTAC Hospital,33,El Paso,TX
El Paso Psychiatric Center,74,El Paso,TX
Electra Memorial Hospital,19,Electra,TX
Encompass Health Rehabilitation Hospital of Abilene,60,Abilene,TX
Encompass Health Rehabilitation Hospital of Arlington,85,Arlington,TX
Encompass Health Rehabilitation Hospital of Austin,60,Austin,TX
Encompass Health Rehabilitation Hospital of City View,62,Fort Worth,TX
Encompass Health Rehabilitation Hospital of Cypress ,60,Houston,TX
Encompass Health Rehabilitation Hospital of Dallas,60,Dallas,TX
Encompass Health Rehabilitation Hospital of Humble,74,Humble,TX
Encompass Health Rehabilitation Hospital of Katy,0,Katy,TX
Encompass Health Rehabilitation Hospital of Midland Odessa,80,Midland,TX
Encompass Health Rehabilitation Hospital of Pearland,40,Pearland,TX
Encompass Health Rehabilitation Hospital of Plano,83,Plano,TX
Encompass Health Rehabilitation Hospital of Richardson,50,Richardson,TX
Encompass Health Rehabilitation Hospital of San Antonio,108,San Antonio,TX
Encompass Health Rehabilitation Hospital of Sugar Land,50,Sugar Land,TX
Encompass Health Rehabilitation Hospital of Texarkana,60,Texarkana,TX
Encompass Health Rehabilitation Hospital of the Mid Cities,60,Bedford,TX
Encompass Health Rehabilitation Hospital of Wichita Falls,63,Wichita Falls,TX
Encompass Health Rehabilitation Hospital The Vintage,60,Houston,TX
Encompass Health Rehabilitation Hospital The Woodlands,84,Conroe,TX
Encompass Health Rehabilitation Hospital Vision Park,60,Shenandoah,TX
Ennis Regional Medical Center,60,Ennis,TX
Everest Rehabilitation Hospital Longview,36,Longview,TX
Everest Rehabilitation Hospital Temple,36,Temple,TX
Faith Community Hospital,13,Jacksboro,TX
Falls Community Hospital,36,Marlin,TX
Federal Medical Center Carswell,0,Fort Worth,TX
First Surgical Hospital,19,Bellaire,TX
Fisher County Hospital,14,Rotan,TX
Fort Behavioral Health,0,Fort Worth,TX
Fort Duncan Regional Medical Center,101,Eagle Pass,TX
Foundation Surgical Hospital of El Paso,40,El Paso,TX
Foundation Surgical Hospital of San Antonio,20,San Antonio,TX
Freestone Medical Center,37,Fairfield,TX
Frio Regional Hospital,24,Pearsall,TX
Garland Behavioral Hospital,72,Garland,TX
Georgetown Behavioral Health Institute,118,Georgetown,TX
Glen Oaks Hospital,54,Greenville,TX
Glen Rose Medical Center,16,Glen Rose,TX
Golden Plains Community Hospital,25,Borger,TX
Gonzales Memorial Hospital,34,Gonzales,TX
Goodall Witcher Healthcare,25,Clifton,TX
Grace Medical Center,92,Lubbock,TX
Graham Regional Medical Center,25,Graham,TX
Guadalupe Regional Medical Center,139,Seguin,TX
Hamilton County Hospital,25,Hamilton,TX
Hansford County Hospital District,14,Spearman,TX
Hardeman County Memorial Hospital,24,Quanah,TX
Harlingen Medical Center,112,Harlingen,TX
Haskell Memorial Hospital,25,Haskell,TX
Haven Behavioral Hospital of Frisco,70,Frisco,TX
HCA Houston Healthcare Clear Lake,547,Webster,TX
HCA Houston Healthcare Conroe,296,Conroe,TX
HCA Houston Healthcare Mainland,217,Texas City,TX
HCA Houston Healthcare North Cypress,139,Cypress,TX
HCA Houston Healthcare Northwest,305,Houston,TX
HCA Houston Healthcare Pearland,49,Pearland,TX
HCA Houston Healthcare Southeast,265,Pasadena,TX
HCA Houston Healthcare Tomball ,241,Tomball,TX
HCA Houston Healthcare West ,256,Houston,TX
Heart Hospital of Austin,58,Austin,TX
Heart of Texas Memorial Hospital,14,Brady,TX
Hemphill County Hospital,15,Canadian,TX
Hendrick Medical Center,386,Abilene,TX
Hendrick Medical Center Brownwood,63,Brownwood,TX
Hendrick Medical Center South,196,Abilene,TX
Hereford Regional Medical Center,32,Hereford,TX
Hickory Trail Hospital,86,DeSoto,TX
Highlands Rehabilitation Hospital,41,El Paso,TX
Hill Country Memorial Hospital,57,Fredericksburg,TX
Hill Regional Hospital,25,Hillsboro,TX
Houston Behavioral Healthcare Hospital,141,Houston,TX
Houston Methodist Baytown Hospital,215,Baytown,TX
Houston Methodist Clear Lake Hospital,178,Nassau Bay,TX
Houston Methodist Continuing Care Hospital,58,Katy,TX
Houston Methodist Hospital,1163,Houston,TX
Houston Methodist Sugar Land Hospital,327,Sugar Land,TX
Houston Methodist The Woodlands Hospital,186,The Woodlands,TX
Houston Methodist West Hospital ,238,Houston,TX
Houston Methodist Willowbrook Hospital,301,Houston,TX
Houston Physicians' Hospital,21,Webster,TX
Hunt Regional Medical Center at Greenville,148,Greenville,TX
Huntsville Memorial Hospital,96,Huntsville,TX
IntraCare North Hospital,90,Houston,TX
Iraan General Hospital,14,Iraan,TX
Jackson County Hospital District,25,Edna,TX
John Peter Smith Hospital,555,Fort Worth,TX
Kate Dishman Rehabilitation Hospital Beamount,27,Beaumont,TX
Kell West Regional Hospital,41,Wichita Falls,TX
Kerrville State Hospital,218,Kerrville,TX
Kerrville VA Hospital,0,Kerrville,TX
Kimble Hospital,15,Junction,TX
Kindred Hospital  Clear Lake,110,Webster,TX
Kindred Hospital  El Paso,72,El Paso,TX
Kindred Hospital  Sugar Land,105,Sugar Land,TX
Kindred Hospital  Tarrant County Arlington,160,Arlington,TX
Kindred Hospital - Mansfield,55,Mansfield,TX
Kindred Hospital - San Antonio,59,San Antonio,TX
Kindred Hospital - San Antonio Central,44,San Antonio,TX
Kindred Hospital - Tarrant County (Fort Worth Southwest),0,Fort Worth,TX
Kindred Hospital Dallas Central,60,Dallas,TX
Kindred Hospital Houston Medical Center,110,Houston,TX
Kindred Hospital Houston Northwest,158,Houston,TX
Kingwood Pines Hospital,116,Kingwood,TX
Knapp Medical Center,186,Weslaco,TX
Knox County Hospital,28,Knox City,TX
KPC Promise Hospital of Dallas,66,Dallas,TX
KPC Promise of Wichita Falls,31,Wichita Falls,TX
La Hacienda Treatment Center,0,Hunt,TX
Lake Granbury Medical Center,53,Granbury,TX
Lamb Healthcare Center,42,Littlefield,TX
Laredo Medical Center,312,Laredo,TX
Laredo Rehabilitation Hospital,20,Laredo,TX
Laredo Specialty Hospital,40,Laredo,TX
Las Palmas Medical Center,596,El Paso,TX
Laurel Ridge Treatment Center,250,San Antonio,TX
Lavaca Medical Center,25,Hallettsville,TX
Legent Orthopedic and Spine ,26,San Antonio,TX
Legent Orthopedic Hospital,18,Carrollton,TX
Liberty Dayton Regional Medical Center,25,Liberty,TX
LifeCare Hospitals of Dallas,206,Dallas,TX
Lifecare Hospitals of Fort Worth,0,Fort Worth,TX
LifeCare Hospitals of Plano,0,Plano,TX
Lillian M. Hudspeth Memorial Hospital,12,Sonora,TX
Limestone Medical Center,20,Groesbeck,TX
Lone Star Behavioral Health,24,Cypress,TX
Longview Regional Medical Center,224,Longview,TX
Lubbock Heart & Surgical Hospital,73,Lubbock,TX
Lyndon B. Johnson Hospital,0,Houston,TX
Lynn County Hospital,24,Tahoka,TX
Martin County Hospital,18,Stanton,TX
Matagorda Regional Medical Center,58,Bay City,TX
Mayhill Hospital,59,Denton,TX
McCamey County Hospital District,11,McCamey,TX
Medical Arts Hospital,22,Lamesa,TX
Medical Center Hospital,353,Odessa,TX
Medical City Alliance,75,Fort Worth,TX
Medical City Arlington,352,Arlington,TX
Medical City Children's Hospital,0,Dallas,TX
Medical City Dallas,836,Dallas,TX
Medical City Denton,185,Denton,TX
Medical City Fort Worth,227,Fort Worth,TX
Medical City Frisco ,0,Frisco ,TX
Medical City Green Oaks Hospital,124,Dallas,TX
Medical City Las Colinas ,80,Irving,TX
Medical City Lewisville,124,Lewisville,TX
Medical City McKinney ,234,McKinney,TX
Medical City Plano,479,Plano,TX
Medical City Weatherford,82,Weatherford,TX
Medina Regional Hospital,25,Hondo,TX
Memorial Hermann Texas Medical Center,1014,Houston,TX
Memorial Hermann Cypress Hospital,0,Cypress,TX
Memorial Hermann Greater Heights Hospital,0,Houston,TX
Memorial Hermann Katy Hospital,208,Katy,TX
Memorial Hermann Memorial City Medical Center,444,Houston,TX
Memorial Hermann Northeast Hospital,242,Humble,TX
Memorial Hermann Orthopedic & Spine Hospital,64,Bellaire,TX
Memorial Hermann Pearland Hospital,0,Pearland ,TX
Memorial Hermann Rehabilitation Hospital - Katy,35,Katy,TX
Memorial Hermann Southeast Hospital,0,Houston,TX
Memorial Hermann Southwest Hospital,1388,Houston,TX
Memorial Hermann Sugar Land Hospital,145,Sugar Land,TX
Memorial Hermann Surgical Hospital Kingwood,10,Kingwood,TX
Memorial Hermann Surgical Hospital-First Colony,6,Sugar Land,TX
Memorial Hermann The Woodlands Medical Center,0,The Woodlands,TX
Memorial Hospital,25,Seminole,TX
Memorial Medical Center,25,Port Lavaca,TX
Meridell Achievement Center,0,Liberty Hill,TX
Mesa Springs,72,Fort Worth,TX
Mesquite Rehabilitation Institute,30,Mesquite,TX
Mesquite Specialty Hospital,40,Mesquite,TX
Methodist Ambulatory Surgery Hospital ,22,San Antonio,TX
Methodist Charlton Medical Center,317,Dallas,TX
Methodist Children's Hospital,198,San Antonio,TX
Methodist Dallas Medical Center,378,Dallas,TX
Methodist Hospital,1665,San Antonio,TX
Methodist Hospital for Surgery,32,Addison,TX
Methodist Hospital Northeast,116,Live Oak,TX
Methodist Hospital South,67,Jourdanton,TX
Methodist Hospital Stone Oak Rehabilitation Center,42,San Antonio,TX
Methodist Mansfield Medical Center,254,Mansfield,TX
Methodist McKinney Hospital,23,McKinney,TX
Methodist Midlothian,0,Midlothian,TX
Methodist Rehabilitation Hospital,50,Dallas,TX
Methodist Richardson Medical Center,223,Richardson,TX
Methodist Southlake Hospital,0,Southlake ,TX
Methodist Specialty and Transplant Hospital,217,San Antonio,TX
Methodist Stone Oak Hospital,242,San Antonio,TX
Methodist Texsan Hospital,120,San Antonio,TX
Metropolitan Methodist Hospital,279,San Antonio,TX
Michael E. DeBakey VA Medical Center,0,Houston,TX
Mid-Jefferson Extended Care Hospital,78,Nederland,TX
Midland Memorial Hospital,226,Midland,TX
Millwood Hospital,134,Arlington,TX
Mission Regional Medical Center,297,Mission,TX
Mission Trail Baptist Hospital,0,San Antonio,TX
Mitchell County Hospital,25,Colorado City,TX
Moore County Hospital,19,Dumas,TX
Muenster Memorial Hospital,18,Muenster,TX
Muleshoe Area Medical Center,25,Muleshoe,TX
Nacogdoches Medical Center,155,Nacogdoches,TX
Nacogdoches Memorial Hospital,141,Nacogdoches,TX
Navarro Regional Hospital,48,Corsicana,TX
New Braunfels Regional Rehabilitation Hospital,40,New Braunfels,TX
Nexus Children's Hospital - Houston Campus,0,Houston,TX
Nexus Neurorecovery Center,0,Conroe,TX
Nexus Specialty Hospital - Shenandoah Campus,0,Shenandoah,TX
Nexus Specialty Hospital - The Woodlands Campus,85,The Woodlands,TX
Nocona General Hospital,18,Nocona,TX
North Central Baptist Hospital,0,San Antonio,TX
North Central Surgical Center,24,Dallas,TX
North Runnels Hospital District,15,Winters,TX
North Texas Medical Center,43,Gainesville,TX
North Texas State Hospital - Vernon Campus,0,Vernon,TX
North Texas State Hospital - Wichita Falls Campus,641,Wichita Falls,TX
Northeast Baptist Hospital,0,San Antonio,TX
Northwest Hills Surgical Hospital,8,Austin,TX
Northwest Texas Healthcare System,444,Amarillo,TX
Northwest Texas Surgical Hospital,4,Amarillo,TX
OakBend Medical Center,218,Richmond,TX
Oceans Behavioral Hospital Abilene,90,Abilene,TX
Oceans Behavioral Hospital Katy,48,Katy,TX
Oceans Behavioral Hospital Longview,24,Longview,TX
Oceans Behavioral Hospital Lufkin,24,Lufkin,TX
Oceans Behavioral Hospital of Pasadena,40,Pasadena,TX
Oceans Behavioral Hospital Permian Basin,62,Midland,TX
Ochiltree General Hospital,25,Perryton,TX
Odessa Regional Medical Center ,206,Odessa,TX
Olney Hamilton Hospital,25,Olney,TX
Otto Kaiser Memorial Hospital,25,Kenedy,TX
Our Children's House Dallas ,39,Dallas,TX
Palacios Community Medical Center,17,Palacios,TX
Palestine Regional Medical Center,133,Palestine,TX
Palestine Regional West Campus,17,Palestine,TX
Palms Behavioral Health,94,Harlingen,TX
Palo Pinto General Hospital,48,Mineral Wells,TX
PAM Rehabilitation Hospital and LTACH of Corpus Christi,40,Corpus Christi,TX
PAM Rehabilitation Hospital of Allen,40,Allen,TX
PAM Rehabilitation Hospital of Beaumont,61,Beaumont,TX
PAM Rehabilitation Hospital of Clear Lake,151,Webster,TX
PAM Rehabilitation Hospital of Round Rock,40,Round Rock,TX
PAM Rehabilitation Hospital of Victoria,26,Victoria,TX
PAM Specialty Hospital of Corpus Christi North,41,Corpus Christi,TX
PAM Specialty Hospital of Lufkin,26,Lufkin,TX
PAM Specialty Hospital of Luling,42,Luling,TX
PAM Specialty Hospital of New Braunfels,40,New Braunfels,TX
PAM Specialty Hospital of San Antonio,26,San Antonio,TX
PAM Specialty Hospital of San Antonio Medical Center,62,San Antonio,TX
PAM Specialty Hospital of Texarkana,30,Texarkana,TX
PAM Specialty Hospital of Victoria North,46,Victoria,TX
PAM Specialty Hospital of Victoria South,23,Victoria,TX
Pampa Regional Medical Center,110,Pampa,TX
Panhandle Surgical Hospital,0,Amarillo,TX
Paris Regional Medical Center,253,Paris,TX
Parkland Hospital,817,Dallas,TX
Parkview Hospital,16,Wheeler,TX
Parkview Regional Hospital,58,Mexia,TX
Parmer Medical Center,25,Friona,TX
Pecos County Memorial Hospital,25,Fort Stockton,TX
Perimeter Behavioral Hospital of Arlington,0,Arlington,TX
Perimeter Behavioral Hospital of Dallas,0,Garland,TX
Permian Regional Medical Center,30,Andrews,TX
Peterson Regional Medical Center,110,Kerrville,TX
Plains Memorial Hospital,17,Dimmitt,TX
Premier Specialty Hospital of El Paso,32,El Paso,TX
Providence Hospital of North Houston,16,Houston,TX
Quail Creek Surgical Hospital,40,Amarillo,TX
Rankin County Hospital ,15,Rankin,TX
Reagan Memorial Hospital,7,Big Lake,TX
Red River Hospital,96,Wichita Falls,TX
Reeves County Hospital District,25,Pecos,TX
Refugio County Memorial Hospital,20,Refugio,TX
Resolute Health Hospital,112,New Braunfels,TX
Rice Medical Center,21,Eagle Lake,TX
Riceland Medical Center,25,Winnie,TX
Rio Grande Regional Hospital,320,McAllen,TX
Rio Grande State Center,55,Harlingen,TX
Rio Vista Behavioral Health Hospital,80,El Paso,TX
River Crest Hospital,80,San Angelo,TX
Rock Springs,72,Georgetown,TX
Rolling Plains Memorial Hospital,39,Sweetwater,TX
Rusk State Hospital,288,Rusk,TX
Sabine County Hospital,25,Hemphill,TX
Sacred Oak Medical Center,20,Houston,TX
Saint Camillus Medical Center,23,Hurst,TX
Saint David's Children's Hospital,0,Austin,TX
Saint David's Georgetown Hospital,96,Georgetown,TX
Saint David's North Austin Medical Center,402,Austin,TX
Saint David's Rehabilitation Hospital,0,Austin,TX
Saint David's Round Rock Medical Center,169,Round Rock,TX
Saint David's South Austin Medical Center,334,Austin,TX
Saint Joseph Medical Center,357,Houston,TX
Saint Luke's Baptist Hospital,0,San Antonio,TX
Saint Mark's Medical Center,38,La Grange,TX
San Antonio Behavioral Healthcare Hospital,198,San Antonio,TX
San Antonio State Hospital,302,San Antonio,TX
Scenic Mountain Medical Center,95,Big Spring,TX
Schleicher County Medical Center,14,Eldorado,TX
Select Rehabilitation Hospital - Denton,44,Denton,TX
Select Specialty Hospital - Dallas,86,Carrollton,TX
Select Specialty Hospital - Dallas Downtown,44,Dallas,TX
Select Specialty Hospital - Longview,32,Longview,TX
Seton Medical Center Harker Heights,66,Harker Heights,TX
Seymour Hospital,27,Seymour,TX
Shamrock General Hospital,25,Shamrock,TX
Shannon Medical Center,409,San Angelo,TX
Shannon Rehabilitation Hospital,0,San Angelo,TX
Shannon South,131,San Angelo,TX
Shriners Hospitals for Children - Houston,0,Houston,TX
Shriners Hospitals for Children-Galveston,0,Galveston,TX
Solara Specialty Hospitals Brownsville,0,Brownsville,TX
Solara Specialty Hospitals Harlingen,82,Harlingen,TX
Solara Specialty Hospitals McAllen,54,McAllen,TX
South Plains Rehabilitation Hospital,40,Lubbock,TX
South Texas Behavioral Health Center,0,Edinburg,TX
South Texas Health System Children's,0,Edinburg,TX
South Texas Health System Edinburg,838,Edinburg,TX
South Texas Health System McAllen,542,McAllen,TX
South Texas Rehabilitation Hospital,40,Brownsville,TX
South Texas Spine & Surgical Hospital,30,San Antonio,TX
South Texas Surgical Hospital,33,Corpus Christi,TX
St. David's Medical Center,592,Austin,TX
St. Joseph Health College Station Hospital,114,College Station,TX
Starr County Memorial Hospital,48,Rio Grande City,TX
Stephens Memorial Hospital,14,Breckenridge,TX
Stonewall Memorial Hospital,20,Aspermont,TX
Sugar Land Rehab Hospital,41,Sugarland,TX
SUN Behavioral Health -  Houston,148,Houston,TX
Sunrise Canyon Hospital,30,Lubbock,TX
Surgery Specialty Hospitals of America ,37,Pasadena,TX
Sweeny Community Hospital,14,Sweeny,TX
Swisher Memorial Hospital,20,Tulia,TX
Terrell State Hospital,288,Terrell,TX
Texas Center for Infectious Disease,50,San Antonio,TX
Texas Children's Hospital,813,Houston,TX
Texas Children's Hospital The Woodlands,0,The Woodlands,TX
Texas Children's Hospital West Campus,0,Houston,TX
Texas Health Allen,37,Allen,TX
Texas Health Alliance,101,Fort Worth,TX
Texas Health Arlington Memorial Hospital,228,Arlington,TX
Texas Health Azle,31,Azle,TX
Texas Health Center for Diagnostics & Surgery,18,Plano,TX
Texas Health Clearfork,0,Fort Worth,TX
Texas Health Cleburne,92,Cleburne,TX
Texas Health Dallas ,620,Dallas,TX
Texas Health Denton,196,Denton,TX
Texas Health Fort Worth,651,Fort Worth,TX
Texas Health Harris Methodist Hospital Southlake,17,Southlake,TX
Texas Health Heart & Vascular Hospital Arlington ,47,Arlington,TX
Texas Health HEB,247,Bedford,TX
Texas Health Huguley Hospital Fort Worth South,213,Burleson,TX
Texas Health Kaufman,63,Kaufman,TX
Texas Health Mansfield,0,Mansfield,TX
Texas Health Plano,340,Plano,TX
Texas Health Presbyterian Hospital Flower Mound,99,Flower Mound,TX
Texas Health Southwest,245,Fort Worth,TX
Texas Health Specialty Hospital,15,Fort Worth,TX
Texas Health Stephenville,50,Stephenville,TX
Texas Institute for Surgery,9,Dallas,TX
Texas NeuroRehab Center,49,Austin,TX
Texas Orthopedic Hospital,49,Houston,TX
Texas Rehabilitation Hospital of Arlington,40,Arlington ,TX
Texas Rehabilitation Hospital of Fort Worth,66,Fort Worth,TX
Texas Scottish Rite Hospital for Children,0,Dallas,TX
Texas Vista Medical Center,225,San Antonio,TX
Texoma Medical Center,376,Denison,TX
The Heights Hospital,0,Houston,TX
The Hospital at Westlake Medical Center,23,West Lake Hills,TX
The Hospitals of Providence East Campus,182,El Paso,TX
The Hospitals of Providence Horizon City Campus,16,Horizon City,TX
The Hospitals of Providence Memorial Campus,328,El Paso,TX
The Hospitals of Providence Sierra Campus,306,El Paso,TX
The Hospitals of Providence Transmountain Campus,106,El Paso,TX
The Medical Center of Southeast Texas,216,Port Arthur,TX
The Physicians Centre Hospital,16,Bryan,TX
The University of Texas M. D. Anderson Cancer Center,670,Houston,TX
The University of Texas Medical Branch Galveston Campus,653,Galveston,TX
The University of Texas Medical Branch Health Clear Lake Campus Hospital,149,Webster,TX
The University of Texas Medical Branch League City Campus Hospital,0,League City,TX
The Woman's Hospital of Texas,256,Houston,TX
Thomas E. Creek VA Medical Center,0,Amarillo,TX
Throckmorton County Memorial Hospital,14,Throckmorton,TX
TIRR Memorial Hermann,134,Houston,TX
TIRR Memorial Hermann Inpatient Rehabilitation - Greater Heights,0,Houston,TX
TIRR Memorial Hermann The Woodlands Medical Center,0,The Woodlands,TX
Titus Regional Medical Center,70,Mount Pleasant,TX
TMC Behavioral Health Center,0,Sherman,TX
TMC Bonham Hospital ,20,Bonham,TX
TOPS Surgical Specialty Hospital,15,Houston,TX
Townsen Memorial Hospital,0,Humble ,TX
Trinity Springs Pavilion for Psychiatric Services,0,Fort Worth,TX
Trusted Medical Centers - Mansfield,0,Mansfield,TX
TrustPoint Rehabilitation Hospital of Lubbock,93,Lubbock,TX
Tyler ContinueCARE Hospital at Mother Frances Hospital,51,Tyler,TX
Tyler County Hospital,25,Woodville,TX
United Memorial Medical Center,97,Houston,TX
United Regional Eleventh Street Campus,250,Wichita Falls,TX
University Behavioral Health of Denton,104,Denton,TX
University Hospital,650,San Antonio,TX
University Medical Center,479,Lubbock,TX
University Medical Center of El Paso,290,El Paso,TX
USMD Hospital at Arlington,34,Arlington,TX
UT Health Athens,127,Athens,TX
UT Health Carthage,42,Carthage,TX
UT Health East Texas Specialty Hospital,36,Tyler,TX
UT Health Harris County Psychiatric Center ,251,Houston,TX
UT Health Henderson,41,Henderson,TX
UT Health Jacksonville,35,Jacksonville,TX
UT Health North Campus Tyler,130,Tyler,TX
UT Health Pittsburg,25,Pittsburg,TX
UT Health Quitman,25,Quitman,TX
UT Health Tyler,425,Tyler,TX
Uvalde Memorial Hospital,21,Uvalde,TX
Val Verde Regional Medical Center,47,Del Rio,TX
Valley Baptist Medical Center - Harlingen,412,Harlingen,TX
Valley Baptist Micro Hospital- Weslaco,0,Weslaco,TX
Valley Regional Medical Center,187,Brownsville,TX
